"","SN_C1","SN_C2","SN_C3","SN_C4","SN_C5","SN_PD1","SN_PD2","SN_PD3","SN_PD4","SN_PD5"
"ENSG00000261512",65.663,41.56,26.974,56.881,16.773,63.004,44.097,53.828,50.35,63.922
"ENSG00000261513",0,0,1,2,0,1,0,1,1,0
"ENSG00000261514",4,1,0,3,0,2,0,0,1,1
"ENSG00000261515",0,0,0,0,0,0,0,0,0,0
"ENSG00000261517",0,0,0,0,0,0,0,0,0,0
"ENSG00000261519",10.827,9.308,19.647,18.676,9.443,24.192,3.561,18.291,25.796,20.865
"ENSG00000261520",36,30,34,32,19,46,10,16,23,17
"ENSG00000261522",0,0,0,1,0,1,0,2,2.08,1.078
"ENSG00000261524",0,0,2.771,3.418,0,0,0,7.935,0,0
"ENSG00000261526",108,91,103,150,55,156,198,97,145,147
"ENSG00000261527",0,0,0,0,0,0,0,0,0,0
"ENSG00000261528",0,0,0,0,0,0,0,0,0,0
"ENSG00000261529",9,4,3,5,4,4,2,8,3,13
"ENSG00000261532",1,1,4,8,1,8,0,3,3,1
"ENSG00000261534",639,588,681,1012,469,1188,554,736,761,849
"ENSG00000261535",5.735,3.211,1.945,4.002,2.987,4,3,2,1.128,6.998
"ENSG00000261536",0,0,0,0,0,0,0,0,0,1.001
"ENSG00000261537",1,0,0,0,0,0,0,1,1,3
"ENSG00000261538",0,0,0,0,0,0,0,0,0,0
"ENSG00000261540",0,0,0,0,0,0,0,0,0,0
"ENSG00000261541",40.745,39.536,29.799,61.294,35.005,66.142,18.689,42.313,49.179,64.784
"ENSG00000261542",29,18,23,36,16,29,11,13,29,26
"ENSG00000261543",0,0,1,0,0,0,1,0,1,0
"ENSG00000261544",3,0,3,0,1,1,1,1,1,1
"ENSG00000261546",0,0,0,0,0,1,0,1,0,0
"ENSG00000261548",0,0,0,0,0,0,0,0,0,0
"ENSG00000261549",0,0,0,0,0,0,0,0,0,0
"ENSG00000261552",2,0,0,1,0,0,0,0,1,2
"ENSG00000261553",63.924,32.717,58.474,94.19,55.368,78.753,27.987,59.308,76.079,53.875
"ENSG00000261554",0,0,0,0,1,0,0,0,1,0
"ENSG00000261555",0,0,0,0,0,0,0,0,0,0
"ENSG00000261556",373.963,208.409,312.565,583.042,235.112,482.524,436.075,344.533,349.736,517.696
"ENSG00000261557",6.032,3.004,3.003,5.06,1.068,3.018,3.004,3.179,0,5.009
"ENSG00000261558",0,0,4,2,1,1,0,0,0,1
"ENSG00000261559",0,0,0,3.039,0,1.009,0,2.013,1.007,1.007
"ENSG00000261560",43.242,25.463,32.921,43.246,16.651,37.776,28.327,28.879,40.064,39.791
"ENSG00000261564",0,0,0,0,0,0,0,0,0,0
"ENSG00000261566",0,0,0,0,0,0,0,0,0,0
"ENSG00000261568",8,0,0,14,0,15,4,3,0,11
"ENSG00000261569",1,0,0,3.006,0,0,0,0,5,0
"ENSG00000261570",3,1,3,5,6,2,3,5,1,5
"ENSG00000261572",27,13,14,26,9,7,16,9,16,19
"ENSG00000261574",5,6,1,9,0,4,1,4,2,5
"ENSG00000261578",13.049,9.058,12,11,7.977,10,16.982,13,11,22.264
"ENSG00000261580",0,0,0,0,0,0,0,0,0,0
"ENSG00000261581",0,3.85,0,29.338,0,0,0,0,0,8.524
"ENSG00000261582",12.803,7.7,4.829,12.33,2.921,6.815,3.29,11.449,6.604,9.95
"ENSG00000261583",0,0,0,0,0,0,0,0,0,0
"ENSG00000261584",204.462,229.212,210.799,225.624,137.708,306.496,118.221,257.614,293.026,374.476
"ENSG00000261586",3,0,2,1,3,2,0,4,0,0
"ENSG00000261587",8.506,2.099,11.268,13.836,4.159,11.363,10,8.324,9.756,9.028
"ENSG00000261588",12,5,4,5.001,3,2,7,6,4,4
"ENSG00000261590",0,0,0,0,0,0,0,0,0,1
"ENSG00000261592",25.568,14.217,18.659,20.136,12.657,22.137,25.399,14.363,30.822,64.198
"ENSG00000261593",0,0,0,0,0,0,0,0,0,0
"ENSG00000261594",31,15,16,29,35,26,3,17,18,7
"ENSG00000261595",0,0,1,1,1,0,0,1,1,1
"ENSG00000261596",15,11,16,27,8,27,25,45,40,31
"ENSG00000261598",2,0,0,3,1,0,2,2,2,4
"ENSG00000261599",1.805,0,3.364,3.736,8.72,5.285,7.411,5.022,5.996,0
"ENSG00000261600",22.416,9.116,7.212,29.448,5.963,4.038,8.776,4.048,3.05,16.306
"ENSG00000261602",8.325,9.973,15.584,9.993,2.403,14.263,11.215,14.275,18.269,25.121
"ENSG00000261603",0,0,2,3,2,4,0,0,1,0
"ENSG00000261604",14,19,11.017,23,15.022,16,9,21,22,12
"ENSG00000261606",22.286,15.26,44.029,41.903,84.121,62.056,4.42,33.042,30.445,29.81
"ENSG00000261607",0,0,0,0,0,0,0,0,0,0
"ENSG00000261608",0,0,0,0,0,0,0,0,0,0
"ENSG00000261609",1285.533,719.863,864.254,1264.104,561.153,1129.226,719.263,809.239,1147.631,1417.121
"ENSG00000261610",18.917,8.778,3.854,23.939,8.56,11.968,8.161,11.501,18.491,16.756
"ENSG00000261611",67.647,39.173,74.123,78.084,35.442,55.421,9.089,95.888,53.291,68.784
"ENSG00000261612",1.005,0,0,2.013,0,1.007,1.004,0,0,0
"ENSG00000261613",172.687,159,139.009,216.035,108.636,216.039,161,138.066,168.044,198.721
"ENSG00000261614",0,0,0,0,0,0,0,0,1.003,1.002
"ENSG00000261615",15.923,13.136,9.864,17.812,4.365,24.163,13.978,13.588,21.715,16.099
"ENSG00000261616",105.4,42.6,53.007,104.524,34.779,137.1,103.125,125.475,92.98,133.074
"ENSG00000261617",228.903,128.782,140.661,139.668,94.606,180.724,50.73,130.244,307.97,164.112
"ENSG00000261618",7.204,4.999,3,12.525,3.001,8.305,7.847,4.313,5.552,12.133
"ENSG00000261620",1.002,0,0,0,0,0,0,0,0,0
"ENSG00000261621",7,6,4.056,7,6.588,3,2,7,12,7.003
"ENSG00000261622",4,1,2,8,4,7,0,1,7,2
"ENSG00000261623",3.592,2,4,1,0,4.541,3.001,2.514,5.013,1.002
"ENSG00000261624",1,0,0,0,0,0,0,0,0,1
"ENSG00000261625",5,2,2,4,1,1,10,3,2,8
"ENSG00000261627",0,0,0,0,0,0,0,0,0,0
"ENSG00000261628",2.712,1,0,1.27,6.067,2.545,0,2,2.17,2.115
"ENSG00000261629",0,0,0,0,0,0,0,1,0,0
"ENSG00000261630",10.34,2.221,5.671,15.56,3.282,8.707,4.885,6.635,7.25,10.864
"ENSG00000261632",0,0,0,0,0,0,0,1,0,0
"ENSG00000261633",0,1,0,0,0,0.927,0,0,1.014,0
"ENSG00000261634",16.117,15.117,31.238,18.212,14.936,32.532,22.26,21.045,32.195,15.271
"ENSG00000261635",0,0,1.003,0,1.001,0,0,0,1.002,1.011
"ENSG00000261636",0,0,0,0,0,0,0,0,0,0
"ENSG00000261637",0,1,0,0,0,0,0,0,0,0
"ENSG00000261638",0,0,0,0,0,0,0,0,0,0
"ENSG00000261641",16,13,12,15,10,11,7,15.026,9,5
"ENSG00000261642",23.435,18.564,20.006,38.325,14.083,46.075,18.843,23.439,39.492,36.219
"ENSG00000261643",31.643,48.607,28.671,82,27.001,52.001,39.311,36.256,34.001,56.258
"ENSG00000261644",24,7,11,19.476,7.822,14.931,9.919,17.538,14.907,19.058
"ENSG00000261645",3.435,2,2,1,2,0,1,0,0,2.067
"ENSG00000261646",0,0,0,0,0,1,0,0,0,2
"ENSG00000261647",1,0,0,0,0,0,0,0,0,0
"ENSG00000261648",0,0,0,0,0,0,0,0,0,0
"ENSG00000261649",7.099,8.542,9.843,12.136,6.005,10.797,13.266,2,15.983,13.337
"ENSG00000261650",0,3,0,0,0,0,0,0,2,0
"ENSG00000261651",0,0,0,0,0,0,0,0,0,0
"ENSG00000261652",44,27,27,72,33,42,14,36,35,46
"ENSG00000261653",12.506,7.447,16.189,13.965,1.251,9.452,10.446,15.678,18.079,17.172
"ENSG00000261654",52.514,16.035,42.427,76.55,27.075,67.743,21.199,40.248,60.601,73.693
"ENSG00000261656",7.648,3.013,9,8.269,7,6.633,0,9.857,5.761,9
"ENSG00000261659",43.549,32.887,55.749,44.437,32.863,60.446,24.425,36.375,49.549,71.064
"ENSG00000261662",39.902,20.687,21.88,28.154,12.491,22.853,19.86,14.674,36.481,32.503
"ENSG00000261663",30.081,11.816,31.965,30.34,16.073,30.618,23.906,17.057,40.156,39.797
"ENSG00000261664",4.031,0,0,5.171,3.448,6.147,1,2.717,4.781,2.119
"ENSG00000261665",2,1,0,3,0,0,3,1,3,3
"ENSG00000261666",0,0,0,0,0,0,0,0,0,0
"ENSG00000261667",0,0,0,0,0,0,0,0,0,0
"ENSG00000261668",9.044,5.012,5.027,14.065,2.067,7.128,12,4,5.079,7
"ENSG00000261669",14.896,4.829,8.013,17.737,12.307,9.953,6.112,9.022,6.998,12.025
"ENSG00000261670",49.126,25.556,54.407,52.146,19.026,51.204,23.172,37.062,49.241,51.586
"ENSG00000261671",16,13,19,30,13,18,6,13,29,18
"ENSG00000261672",0,0,0,0,0,0,0,0,0,0
"ENSG00000261673",2,1,1,0,1,1,0,0,1,0
"ENSG00000261675",341,255,271,525,290,417,93,278,305,248
"ENSG00000261678",1065,1195,751,2161,1284.961,1481,501,729,1011,550
"ENSG00000261679",0,0,0,0,0,0,0,0,0,1
"ENSG00000261680",0,0,0,0,0,0,0,0,0,0
"ENSG00000261683",7.972,4,1.927,4.126,3,9.251,2,4.987,5.077,8
"ENSG00000261684",22.11,7.092,18.126,23.539,7,15.181,12.992,16.049,25.6,23.378
"ENSG00000261687",3,1,2,2,1,3,1,3,1,0
"ENSG00000261689",0,0,0,0,0,0,0,0,0,0
"ENSG00000261691",6,7,6,6,2,6,5,3,0,4
"ENSG00000261692",0,0,0,0,1,0,0,1,0,1
"ENSG00000261693",9,6,10,6,3,10,0,7,5,1
"ENSG00000261695",21.128,16.549,16.849,11.711,14.028,19.855,10.916,13.482,19.725,14.666
"ENSG00000261696",15,26,19,23,15,40,10,11,30,23
"ENSG00000261697",1,1,1,0,1,0,0,1,4,0
"ENSG00000261701",118.214,388.585,219.126,393.234,112.299,172.961,400.45,123.779,114.233,235.175
"ENSG00000261702",0,0,0,0,0,0,0,0,0,0
"ENSG00000261703",0,0,0,0,0,1,1,0,0,0
"ENSG00000261704",0,0,0,0,0,0,0,0,0,0
"ENSG00000261706",15,8,6,11,4,14,5,24,6,2
"ENSG00000261707",2,0,3,2,0,3,1,4,2,6
"ENSG00000261708",1.711,0,1.742,0,0,0,0,0,0,0
"ENSG00000261709",0,0,0,0,0,0,0,0,0,0
"ENSG00000261710",143,157,150,237,85,284,210,216,247,277
"ENSG00000261711",6,8,3,3,3,1,0,3,1,0
"ENSG00000261713",5.987,5,5,10.008,10.346,10.826,2,5.44,6.248,8.192
"ENSG00000261714",0,0,0,0,0,0,0,0,0,0
"ENSG00000261715",0,2,0,0,0,1,0,0,0,0
"ENSG00000261716",217.274,100.166,166.26,196.496,122.709,266.728,261.28,160.479,197.606,386.059
"ENSG00000261717",13.639,9.997,14.436,27.332,7.515,30.065,21.662,16.079,30.959,11.751
"ENSG00000261719",0,0,0,0,0,0,0,0,0,0
"ENSG00000261720",0,0,0,0,0,0,0,0,0,0
"ENSG00000261722",1,1,1,2,2,0,1,1,3,0
"ENSG00000261723",1,0,0,0,1,0,0,2,1,0
"ENSG00000261725",0,0,0,0,0,0,1,0,0,0
"ENSG00000261727",1,0,0,1.999,0,3,1,1,1,0
"ENSG00000261728",1,5,7,14,17,4,4,8,6,8
"ENSG00000261729",0,0,0,0,0,0,0,0,0,0
"ENSG00000261730",5,2,1,1,1,0,2,1,2,2
"ENSG00000261731",2,0,2,0,1,1,0,0,1,0
"ENSG00000261732",102.353,59.64,61.494,65.233,38.621,81.927,61.227,80.19,96.241,81.833
"ENSG00000261734",5,3,5,7,2,7,4,7,6,6
"ENSG00000261736",0,4,5,10.607,2,2,2,4,6,4.979
"ENSG00000261737",44,35,29,61,22,53,20,35,29,30
"ENSG00000261738",0,0,1,0,0,0,0,0,0,0
"ENSG00000261739",38.717,32.675,45.832,76.209,18.571,62.988,6.785,57.549,46.164,38.43
"ENSG00000261740",576.751,231.247,330.925,547.336,204.871,499.721,298.873,440.782,634.051,312.807
"ENSG00000261741",1.267,0,0,0,0,1,0,1.057,0,0
"ENSG00000261742",3,1,3.026,0,2.302,3.009,0,2,5.04,0
"ENSG00000261743",0,0,0,0,0,0,0,0,0,0
"ENSG00000261744",7,3,12,14,11,18,9,15,9,11
"ENSG00000261745",0,0,0,1,0,0,0,0,0,0
"ENSG00000261748",0,0,0,0,0,0,0,0,0,0
"ENSG00000261749",0,0,0,1,0,0,0,0,0,0
"ENSG00000261751",10.495,3.03,13.367,7.347,5.136,12.244,11.871,5.189,15.198,8.005
"ENSG00000261752",0,0,2,0,0,0,0,0,2,1
"ENSG00000261754",7,0,3,2,0,1,2,5,2,3
"ENSG00000261757",3,1,1,3,4,6,1,3,5,4
"ENSG00000261758",11.192,16.087,18.334,16.008,10.227,14,6.013,12.127,19.278,13.835
"ENSG00000261759",17.331,4,10.971,19,8.133,10.001,15.988,14.869,11.105,19.565
"ENSG00000261760",0,3.618,1,0,0,0,0,4.845,0,3.218
"ENSG00000261761",0,0,0,0,0,0,0,0,0,0
"ENSG00000261762",12.998,18.006,6.033,18.728,5.706,23.022,7.18,13.445,17.029,9.001
"ENSG00000261763",15.014,6.664,6.801,23.395,7.047,7.971,4.004,8.229,6.175,17.661
"ENSG00000261764",1,0,0,0,0,0,0,0,0,0
"ENSG00000261765",25.982,18.206,21.671,34.686,17.794,26.911,12.577,29.154,35.475,43.376
"ENSG00000261766",18.335,9.746,9.416,10.447,4.338,15.52,6.225,12.077,15.552,11.574
"ENSG00000261770",60.821,21.556,27.958,108.739,46.004,40.639,31.365,45.015,49.202,45.6
"ENSG00000261771",27.46,14.308,11.142,25.844,0,1.984,0,41.631,32.608,40.186
"ENSG00000261773",12,2,4,6,4,7,5,1,4,4
"ENSG00000261774",0,0,0,0,0,0,0,0,0,0
"ENSG00000261775",2,0,1,1,0,2,0,1,2,0
"ENSG00000261776",3,1,1,4,2.001,4,6.218,4,4.19,6
"ENSG00000261777",37.184,26.047,39.748,50.075,21.186,41.861,34.784,29.434,46.854,54.376
"ENSG00000261778",0,0,0,0,0,0,0,0,0,0
"ENSG00000261779",0,0,0,0,0,0,0,0,0,0
"ENSG00000261780",0.791,1.379,1.503,3.688,0,5.825,0,3.836,2.762,7.202
"ENSG00000261781",1,0,1,1,1,3,0,0,3,5
"ENSG00000261782",0,0,0,0,0,0,0,0,0,1
"ENSG00000261783",6.848,2,2.985,4.934,2,8.177,2.997,3.317,5.021,2.124
"ENSG00000261786",953,551,791,1227,548,784,385,680,608,793
"ENSG00000261787",7,3,9,7,7,6,3.001,5,9.003,20
"ENSG00000261789",46.194,24.829,37.642,53.422,25.746,38.558,34.547,42.798,53.855,69.76
"ENSG00000261790",9.01,3,3,6,4,4,7,2,5,3
"ENSG00000261793",0,1,1.37,0,0,0,0,1,0,0
"ENSG00000261794",38.741,2.31,14.672,30.041,26.25,38.202,11.305,21.087,19.457,10.384
"ENSG00000261795",36.902,32.805,0,82.042,42.959,44.856,15.011,100.021,67,36.948
"ENSG00000261796",214.473,103.691,180.765,180.694,171.317,331.764,103.13,125.465,190.234,111.998
"ENSG00000261797",2,0,0,1,4,0,0,1,2,1
"ENSG00000261798",6,0,7,12,1,7,0,2,2,2
"ENSG00000261799",274.301,136.293,230.071,309.875,144.626,320.638,159.941,230.044,277.128,375.495
"ENSG00000261800",0,0,0,0,0,0,0,0,0,0
"ENSG00000261801",47.21,24.357,31.28,40.85,16.775,37.954,20.47,27.439,50.413,59.326
"ENSG00000261802",0,0,0,0,0,0,0,0,0,0
"ENSG00000261803",0,0,0,0,0,0,0,0,0,0
"ENSG00000261804",57.105,18.803,34.465,42.534,34.924,57.811,20.805,45.945,44.668,43.696
"ENSG00000261807",3.007,6.466,5.134,11.254,8.123,8.024,11.018,6.009,12.144,7.985
"ENSG00000261809",0,0,0,0,0,0,0,0,0,0
"ENSG00000261810",0,0,1,0,0,0,0,0,0,0
"ENSG00000261811",0,0,0,0,0,0,0,0,0,0
"ENSG00000261812",5.8,4.003,4.971,22.59,10.836,21.272,7.375,8.552,16.044,13.501
"ENSG00000261813",2,0,0,0,0,3,1,1,0,0
"ENSG00000261815",0,0,0,0,0,0,0,0,0,0
"ENSG00000261816",1,0,1.205,1,0,2,1.397,0,3,0
"ENSG00000261817",0,0,0,0,0,0,0,0,0,0
"ENSG00000261818",0,0,0,0,0,0,0,0,0,0
"ENSG00000261820",0,0,0,0,0,0,0,0,0,0
"ENSG00000261821",10.99,6.347,15.913,16.181,12.632,18.28,8.053,10.918,18.025,18.142
"ENSG00000261822",8.94,8.244,15.26,13.603,3.214,8.248,11.029,9.292,11.191,19.469
"ENSG00000261823",4,5,4,3,2,3,1,2,7,4
"ENSG00000261824",447.62,251.243,352.04,580.089,254.016,467.189,324.167,396.431,472.41,517.974
"ENSG00000261826",48.195,40.158,49.68,66.123,24.198,61.993,36,32.124,45.993,64.003
"ENSG00000261829",110.134,65.699,83.478,97.302,49.863,112.69,99.227,54.064,93.977,96.87
"ENSG00000261831",0,0,0,0,0,0,0,0,0,0
"ENSG00000261832",64.257,25.734,105.74,71.703,57.687,35.233,78.054,27.718,37.998,61.812
"ENSG00000261833",2.398,2.318,2.133,3.832,2.465,13.772,0,7.331,0.848,1.388
"ENSG00000261834",0,0,0,0,0,0,0,0,0,0
"ENSG00000261835",0,0,1,0,1,1,2,0,0,1
"ENSG00000261837",3,1,1,2,1,1,0,2,2,2
"ENSG00000261838",0,1,1.202,3.344,0,3.151,0,0,0,3.784
"ENSG00000261839",13,12,12,9,10,12,2,11,14,7
"ENSG00000261840",58,40,52,103,30,73,52,40,56,64
"ENSG00000261842",0,0,0,1,0,0,0,0,0,2
"ENSG00000261845",14,7,7,13,3,9.038,12,3.017,8,10
"ENSG00000261848",1,1.029,1,1.025,1.982,2,1,2.002,0,2.031
"ENSG00000261856",1,0,0,0,0,0,0,1,0,0
"ENSG00000261857",14,49.445,48.844,221.141,0,34.705,82.129,41,14,82.237
"ENSG00000261863",0,2,0,0,0,0,1,2,1,1
"ENSG00000261864",1.089,1.047,3.291,7.83,1.076,7.193,0,2.541,2.257,7.273
"ENSG00000261866",0,0,0,0,0,0,0,0,0,0
"ENSG00000261868",7,16,16,14.013,8,11,0,17,27,8
"ENSG00000261872",2,1,4,3,2,1,1,2.105,2,2
"ENSG00000261873",19.862,9.149,12.572,15.72,8.346,19.469,12.957,13.348,10.821,26.818
"ENSG00000261879",72.163,44.412,70.021,112.347,73.011,113.492,35.024,79.848,79.02,81.666
"ENSG00000261882",0,0,0,0,0,0,0,0,0,0
"ENSG00000261884",246.134,124.841,113.37,237.154,101.753,240.035,159.976,187.559,160.433,189.782
"ENSG00000261886",5,1,2,4,2,3,1,1,3,4
"ENSG00000261888",35,31,12,29,17,26,21,13,28,21
"ENSG00000261889",21.54,13.468,19.539,25.722,9.847,19.257,12,15.173,22.27,30.24
"ENSG00000261898",7.583,2.363,1.075,2.476,1.196,0,0,5.243,8.846,11.298
"ENSG00000261904",0,0,0,1,0,0,0,0,0,0
"ENSG00000261915",46.945,0,0,136.615,27.523,22.453,82.164,15.124,60.019,17.919
"ENSG00000261916",6,6,12,1,4,10,8,13,6,7
"ENSG00000261924",16.211,11.059,14.168,27.432,8.181,17.238,10.822,10.018,25.356,24.327
"ENSG00000261934",416.532,194.622,241.201,300.778,162.026,302.263,78.575,164.363,321.55,188.914
"ENSG00000261938",3,0,7,0,0,1,0,1,0,1
"ENSG00000261939",0,0,0,0,0,0,0,0,0,0
"ENSG00000261949",0,0,5,5,2,0,0,1,0,0
"ENSG00000261959",15,18,20,47,7,26,53,23,26,38
"ENSG00000261963",19,19,18,30,30,26,9,28,24,17
"ENSG00000261965",0,0,0,0,0,0,0,0,0,0
"ENSG00000261970",5,4,4,2,2,3,1,3,8,13
"ENSG00000261971",195.117,89.101,163.211,213.899,127.402,201.592,72.095,119.541,157.428,119.984
"ENSG00000261976",0,3,0,1,0,2,0,2,0,0
"ENSG00000261978",0,3,0,1,0,1,0,0,2,1
"ENSG00000261987",0,0,0,0,0,0,4,0,0,0
"ENSG00000261996",6,1,5,6,6,11,0,2,2,3
"ENSG00000261997",70.883,32,26,32.351,22,35,9,44.833,41.445,28
"ENSG00000262000",0,0,0,0,0,0,0,0,0,0
"ENSG00000262001",128.128,55.369,78.263,143.267,50.942,86.481,80.987,90.95,133.414,123.392
"ENSG00000262003",3,1,3.697,3.69,1.978,5.002,2.592,3,1,0
"ENSG00000262006",0,0,0,0,1,0,0,0,0,0
"ENSG00000262008",0,0,0,0,0,0,0,0,0,0
"ENSG00000262011",0,0,0,0,0,0,0,0,0,0
"ENSG00000262020",0,0,0,0,0,0,0,0,0,0
"ENSG00000262031",0,0,0,0,1.023,0,0,0,0,0
"ENSG00000262038",0,1.008,1.031,6.474,3.046,6.214,3.342,4.111,7.334,10.883
"ENSG00000262039",29.627,32.361,26.237,35.923,12.778,39.368,80.15,62.166,36.33,77.87
"ENSG00000262049",92.998,59,67.17,107.316,51.008,91.01,58.038,72.669,71.836,70.091
"ENSG00000262050",19,16,27,37,9,32,27,26,28,48
"ENSG00000262052",1,0,0,0,0,0,0,0,0,0
"ENSG00000262061",26,14,58.001,63,50,82,45,39,49.999,29
"ENSG00000262067",0,0,1,0,0,0,0,0,0,0
"ENSG00000262074",7.311,6.263,7.931,7.999,0,6.607,5.643,6.165,5.602,4.009
"ENSG00000262075",6.005,6.021,18.081,22.027,10.269,8.202,11.406,8.011,9.004,13.016
"ENSG00000262079",10.495,8.315,14.447,11.506,6.982,17.047,19.854,19.215,11.355,20.922
"ENSG00000262081",0,0,0,0,0,0,0,0,0,0
"ENSG00000262085",0,0,0,0,0,0,0,0,0,0
"ENSG00000262089",23,20,28,25,14,20,23,17,22,37
"ENSG00000262090",0,0,0,0,0,0,0,0,0,0
"ENSG00000262094",1,3,1,3,1,4,0,0,2,1
"ENSG00000262095",0,0,0,0,0,0,0,0,0,0
"ENSG00000262096",11.006,7.081,6.119,13.989,4,9.062,1.002,5.027,6.092,11.066
"ENSG00000262097",28,14,28,41,5,39,82,31,25,92
"ENSG00000262098",0,0,0,0,0,2,2,0,1,0
"ENSG00000262099",0,2,0,0,0,0,0,0,0,0
"ENSG00000262106",0,0,1,0,0,0,0,0,0,0
"ENSG00000262107",0,0,0,0,0,0,0,0,0,0
"ENSG00000262112",3,2,1,0,0,0,0,5,2,0
"ENSG00000262115",3,1,3,3,1,4,3,1,3,1
"ENSG00000262116",0,0,0,0,0,0,0,0,0,0
"ENSG00000262117",2,0,0,0,1,0,1,0,1,0
"ENSG00000262118",7,2,4,3,2,1,0,6,3,8
"ENSG00000262119",11,6,18,12,4,13,9,2,18,15
"ENSG00000262120",0,0,0,0,0,0,0,0,0,0
"ENSG00000262133",2,2,0,1,0,2,0,0,0,1
"ENSG00000262135",0,0,0,0,0,0,0,1,0,0
"ENSG00000262136",4,5,13,23,6,9,11,10,11,10
"ENSG00000262140",5,5,5,7,1,6,1,1,9,8
"ENSG00000262141",0,0,0,0,0,0,0,0,0,0
"ENSG00000262147",0,0,1,0,0,2,1,0,1,1
"ENSG00000262151",1,1,0,0,0,1,0,0,1,0
"ENSG00000262152",21.503,13.916,27.414,36.584,15.459,11.361,22.469,15.431,37.631,38.192
"ENSG00000262155",40,30,52,72.005,38.149,116,25,57,98.349,64
"ENSG00000262158",0,0,0,0,0,0,0,0,0,0
"ENSG00000262160",21.091,16.043,15,24,7.03,35,33.08,16,24,35.878
"ENSG00000262165",19,46,26,31,28,19,16,11,16,19
"ENSG00000262171",0,0,0,0,0,2,0,1,2,1
"ENSG00000262172",0,0,0,0,1,4,1,2,0,3
"ENSG00000262179",0,0,0,2,2,0,1,0,1,0
"ENSG00000262180",13,8,18,24,12,24,3,13,15,15
"ENSG00000262181",0,0,0,0,0,0,0,0,0,0
"ENSG00000262185",24.929,17.774,23.144,35.635,16.017,16.853,20.412,18.875,21.853,36.6
"ENSG00000262187",10,5,0,7,1,9.999,1,3,7,3
"ENSG00000262188",107.119,115.057,134.682,152.192,78.85,154.468,64.863,105.738,151.681,118.977
"ENSG00000262198",0,0,3,0,0,0,1,0,0,1.401
"ENSG00000262202",0,0,0,5.87,0,5.774,0,0,0,0
"ENSG00000262209",67.27,34.855,68.235,76.441,38.95,78.701,20.426,49.649,61.757,38.034
"ENSG00000262211",62,26,44,76,30.087,43,29,46,48.074,49
"ENSG00000262213",0,0,0,0,0,0,0,0,0,0
"ENSG00000262222",63,26.021,38,61,36,49,30,58,39,26.019
"ENSG00000262223",356,169.999,247.999,304.001,169.001,317.001,50,270,290.999,132
"ENSG00000262227",19,21,29,36,22,26,12,23,24,15
"ENSG00000262228",11.052,8.149,20.467,21.526,2.777,18.485,9.192,15.847,14.539,33.463
"ENSG00000262231",0,0,0,0,0,0,0,0,0,1
"ENSG00000262235",0,0,0,1,0,0,0,0,0,0
"ENSG00000262246",1531.136,949.232,1090.914,1341.556,866.629,1286.531,681.705,1055.197,1342.684,928.137
"ENSG00000262248",5,2,1,2,1,4.185,1,3,5,2
"ENSG00000262251",52.252,39.253,47.052,72.668,25.774,56.895,46.396,34.205,57.125,63.904
"ENSG00000262259",0,0,0,0,0,0,0,0,0,0
"ENSG00000262262",0,0,0,0,0,0,0,0,0,0
"ENSG00000262265",14,3,7,10,2,4,4,5,9,14
"ENSG00000262267",4,0,0,3,0,0,2,0,0,0
"ENSG00000262271",0,0,0,0,0,0,0,0,0,0
"ENSG00000262292",14,1,4.121,8,4,5.177,1,5.267,12,3
"ENSG00000262294",1,0,0,0,0,1,1,0,0,0
"ENSG00000262296",0,0,0,0,0,0,0,0,0,0
"ENSG00000262298",17.427,31.091,9.454,28.444,12.493,33.899,23.385,20.09,25.052,46.771
"ENSG00000262302",0,0,0,1.123,0,0,0,3.94,0,0
"ENSG00000262304",51.677,60.856,47.216,58.207,47.981,95.783,63.338,46.839,65.695,69.064
"ENSG00000262312",43.174,33.307,43.245,47.11,33.321,66.332,45.262,40.483,61.057,78.788
"ENSG00000262313",2,0,0,1,0,0,1,0,0,0
"ENSG00000262316",0,0,0,0,0,0,1,0,1,0
"ENSG00000262319",8,2,8,11,6,4,4,5,8,9
"ENSG00000262322",0,0,0,0,0,0,0,0,0,0
"ENSG00000262333",55.859,35.41,45.017,63.27,24,55.631,41.075,36.938,56.925,60.781
"ENSG00000262343",0,0,0,0,0,0,0,0,0,0
"ENSG00000262352",1,1,0,1,1,2,1,2,0,2
"ENSG00000262358",1.636,3.331,2.946,1.009,1.225,0,0,0,1.74,1.352
"ENSG00000262362",3.014,1.002,2,5.289,3,1.019,1,1,3.98,2
"ENSG00000262366",0,0,0,0,0,0,0,0,0,0
"ENSG00000262370",57.291,36.882,38.235,41.23,30.981,33.776,18.111,30.826,55.557,45.528
"ENSG00000262372",4,2,0,1,0,1,1,0,0,1
"ENSG00000262380",4.001,4.058,5.025,3.001,6.002,7.898,8.092,6,12.954,7.004
"ENSG00000262381",0,0,0,0,0,0,0,0,0,0
"ENSG00000262384",0,0,0,0,0,0,0,0,0,0
"ENSG00000262400",0,0,0,0,0,0,0,0,0,0
"ENSG00000262402",0,1,0,0,0,0,0,0,0,1
"ENSG00000262406",1,0,0,0,0,0,0,0,0,0
"ENSG00000262408",0,0,0,0,0,1,0,1,0,0
"ENSG00000262410",120.971,51.997,72.339,99.759,53.023,100.151,25.749,70.198,102.159,94.245
"ENSG00000262412",6,4,4,5,4,1,2,5,8,9
"ENSG00000262413",65,21.029,41.02,42,23,17,24,23,26,16.019
